policy_coverage_id,policy_id,coverage_code,coverage_name,coverage_status,limit_amount,deductible_amount,effective_date,expiration_date
COV004545,POL004645,COMP,Comprehensive,active,38632.75,1070.36,2025-11-20,2026-11-20
COV004546,POL004646,PD,Property Damage,active,239140.23,2975.83,2026-04-08,2027-04-08
COV004547,POL004647,BI,Bodily Injury,active,366917.96,1997.78,2023-04-20,2024-04-19
COV004548,POL004648,COLL,Collision,active,484633.94,1575.97,2026-01-07,2027-01-07
COV004549,POL004649,PD,Property Damage,active,317145.01,4065.79,2024-07-30,2025-07-30
COV004550,POL004650,COLL,Collision,active,34790.75,3388.92,2026-06-18,2027-06-18
COV004551,POL004651,PD,Property Damage,active,250458.22,4449.34,2023-09-13,2024-09-12
COV004552,POL004652,BI,Bodily Injury,active,431176.8,1480.54,2024-12-23,2025-12-23
COV004553,POL004653,COMP,Comprehensive,active,396786.21,4732.96,2025-01-23,2026-01-23
COV004554,POL004654,COLL,Collision,active,327107.98,4777.88,2025-01-04,2026-01-04
COV004555,POL004655,COLL,Collision,active,244947.34,2553.89,2026-06-18,2027-06-18
COV004556,POL004656,PD,Property Damage,active,71684.07,4180.6,2024-02-11,2025-02-10
COV004557,POL004657,COLL,Collision,active,341769.73,2921.37,2024-05-26,2025-05-26
COV004558,POL004658,COLL,Collision,active,369946.01,2814.73,2024-11-05,2025-11-05
COV004559,POL004659,COLL,Collision,active,266500.9,984.05,2023-11-11,2024-11-10
COV004560,POL004660,COLL,Collision,active,186622.81,475.73,2024-05-03,2025-05-03
COV004561,POL004661,PD,Property Damage,active,62405.2,1062.82,2023-12-21,2024-12-20
COV004562,POL004662,PD,Property Damage,active,202199.02,1595.93,2024-03-24,2025-03-24
COV004563,POL004663,PD,Property Damage,active,231582.58,993.73,2026-06-06,2027-06-06
COV004564,POL004664,PD,Property Damage,active,318403.94,2579.28,2023-10-18,2024-10-17
COV004565,POL004665,MED,Medical Payments,active,488541.25,4815.53,2024-04-22,2025-04-22
COV004566,POL004666,PD,Property Damage,active,304476.78,1187.63,2025-09-05,2026-09-05
COV004567,POL004667,PD,Property Damage,active,58571.61,1848.89,2024-09-18,2025-09-18
COV004568,POL004668,COMP,Comprehensive,active,113380.9,1263.46,2024-07-22,2025-07-22
COV004569,POL004669,MED,Medical Payments,active,436863.57,4245.38,2023-08-20,2024-08-19
COV004570,POL004670,BI,Bodily Injury,active,185731.74,3609.69,2025-03-08,2026-03-08
COV004571,POL004671,BI,Bodily Injury,active,481886.08,1946.16,2023-12-02,2024-12-01
COV004572,POL004672,BI,Bodily Injury,active,283601.8,4909.92,2025-10-14,2026-10-14
COV004573,POL004673,BI,Bodily Injury,active,336094.3,4824.91,2023-06-26,2024-06-25
COV004574,POL004674,MED,Medical Payments,active,254147.29,843.76,2024-07-10,2025-07-10
COV004575,POL004675,MED,Medical Payments,active,473028.05,485.47,2024-12-04,2025-12-04
COV004576,POL004676,MED,Medical Payments,active,300066.54,2900.5,2024-11-07,2025-11-07
COV004577,POL004677,MED,Medical Payments,active,235960.7,4470.05,2026-02-17,2027-02-17
COV004578,POL004678,MED,Medical Payments,active,290337.26,480.71,2024-05-19,2025-05-19
COV004579,POL004679,BI,Bodily Injury,active,129829.33,2848.95,2024-02-02,2025-02-01
COV004580,POL004680,MED,Medical Payments,active,72625.87,3785.24,2025-03-28,2026-03-28
COV004581,POL004681,PD,Property Damage,active,86056.85,399.31,2024-03-03,2025-03-03
COV004582,POL004682,COLL,Collision,active,35404.16,2127.89,2024-08-18,2025-08-18
COV004583,POL004683,PD,Property Damage,active,132696.47,1560.56,2025-11-27,2026-11-27
COV004584,POL004684,COLL,Collision,active,434180.98,4954.47,2024-11-21,2025-11-21
COV004585,POL004685,COLL,Collision,active,301329.73,258.44,2025-11-14,2026-11-14
COV004586,POL004686,PD,Property Damage,active,400840.31,2636.02,2026-04-05,2027-04-05
COV004587,POL004687,COLL,Collision,active,311694.45,3549.51,2026-04-24,2027-04-24
COV004588,POL004688,COMP,Comprehensive,active,401301.8,2290.95,2023-01-14,2024-01-14
COV004589,POL004689,COLL,Collision,active,313335.85,3283.75,2026-01-02,2027-01-02
COV004590,POL004690,BI,Bodily Injury,active,47755.12,1276.63,2026-09-12,2027-09-12
COV004591,POL004691,MED,Medical Payments,active,387394.54,2352.66,2025-05-17,2026-05-17
COV004592,POL004692,MED,Medical Payments,active,463461.28,544.63,2023-03-23,2024-03-22
COV004593,POL004693,COMP,Comprehensive,active,432157.46,259.89,2024-08-20,2025-08-20
COV004594,POL004694,COLL,Collision,active,492690.9,4484.6,2026-07-18,2027-07-18
COV004595,POL004695,MED,Medical Payments,active,458216.35,3034.83,2025-01-21,2026-01-21
COV004596,POL004696,PD,Property Damage,active,181913.67,3538.66,2023-06-12,2024-06-11
COV004597,POL004697,PD,Property Damage,active,53551.77,2556.83,2025-06-28,2026-06-28
COV004598,POL004698,PD,Property Damage,active,475669.9,4010.11,2023-09-26,2024-09-25
COV004599,POL004699,BI,Bodily Injury,active,400250.77,4303.58,2024-08-10,2025-08-10
COV004600,POL004700,MED,Medical Payments,active,382888.24,2577.61,2023-07-18,2024-07-17
COV004601,POL004701,BI,Bodily Injury,active,180888.79,3902.03,2025-09-11,2026-09-11
COV004602,POL004702,BI,Bodily Injury,active,166217.92,4543.51,2025-02-17,2026-02-17
COV004603,POL004703,PD,Property Damage,active,26737.92,745.88,2025-10-17,2026-10-17
COV004604,POL004704,BI,Bodily Injury,active,322490.23,2289.78,2024-10-01,2025-10-01
COV004605,POL004705,BI,Bodily Injury,active,399678.15,4452.25,2023-09-23,2024-09-22
COV004606,POL004706,PD,Property Damage,active,350845.62,521.66,2024-01-05,2025-01-04
COV004607,POL004707,COMP,Comprehensive,active,141527.62,1777.38,2025-04-28,2026-04-28
COV004608,POL004708,COMP,Comprehensive,active,386251.58,4811.05,2025-03-11,2026-03-11
COV004609,POL004709,PD,Property Damage,active,378590.21,2277.16,2023-07-17,2024-07-16
COV004610,POL004710,PD,Property Damage,active,465875.26,2525.05,2025-01-03,2026-01-03
COV004611,POL004711,COMP,Comprehensive,active,277912.14,3134.02,2024-06-27,2025-06-27
COV004612,POL004712,PD,Property Damage,active,326857.64,1101.63,2026-05-02,2027-05-02
COV004613,POL004713,COMP,Comprehensive,active,112176.33,2945.36,2023-10-17,2024-10-16
COV004614,POL004714,COMP,Comprehensive,active,396054.65,1837.2,2024-03-25,2025-03-25
COV004615,POL004715,MED,Medical Payments,active,214345.04,2659.2,2024-02-09,2025-02-08
COV004616,POL004716,COMP,Comprehensive,active,419948.59,1781.19,2023-11-08,2024-11-07
COV004617,POL004717,MED,Medical Payments,active,185697.67,3729.02,2025-09-29,2026-09-29
COV004618,POL004718,PD,Property Damage,active,415145.79,4862.83,2023-10-02,2024-10-01
COV004619,POL004719,MED,Medical Payments,active,139986.73,322.25,2025-10-28,2026-10-28
COV004620,POL004720,COLL,Collision,active,81482.27,1098.08,2023-09-02,2024-09-01
COV004621,POL004721,COLL,Collision,active,468102.84,925.08,2026-05-01,2027-05-01
COV004622,POL004722,PD,Property Damage,active,204591.21,4587.69,2025-03-18,2026-03-18
COV004623,POL004723,BI,Bodily Injury,active,56362.47,1772.62,2023-12-04,2024-12-03
COV004624,POL004724,BI,Bodily Injury,active,238371.35,2245.0,2025-06-07,2026-06-07
COV004625,POL004725,MED,Medical Payments,active,416306.63,4808.18,2026-02-11,2027-02-11
COV004626,POL004726,PD,Property Damage,active,392758.39,810.46,2026-08-03,2027-08-03
COV004627,POL004727,COLL,Collision,active,78101.01,1575.58,2026-01-28,2027-01-28
COV004628,POL004728,COLL,Collision,active,489334.16,1244.5,2026-06-17,2027-06-17
COV004629,POL004729,BI,Bodily Injury,active,68348.91,1744.33,2025-06-06,2026-06-06
COV004630,POL004730,COLL,Collision,active,51923.37,1936.99,2025-11-24,2026-11-24
COV004631,POL004731,BI,Bodily Injury,active,425467.16,1557.65,2023-09-24,2024-09-23
COV004632,POL004732,BI,Bodily Injury,active,94402.62,2353.42,2025-09-27,2026-09-27
COV004633,POL004733,COLL,Collision,active,239892.6,3196.14,2025-12-01,2026-12-01
COV004634,POL004734,MED,Medical Payments,active,84369.65,2680.13,2023-10-26,2024-10-25
COV004635,POL004735,COMP,Comprehensive,active,389820.41,1553.93,2026-06-03,2027-06-03
COV004636,POL004736,COMP,Comprehensive,active,483328.56,921.46,2025-05-26,2026-05-26
COV004637,POL004737,MED,Medical Payments,active,131922.19,1453.64,2023-12-01,2024-11-30
COV004638,POL004738,BI,Bodily Injury,active,44587.42,1820.97,2023-10-31,2024-10-30
COV004639,POL004739,BI,Bodily Injury,active,43462.51,2663.04,2023-04-08,2024-04-07
COV004640,POL004740,COMP,Comprehensive,active,85018.75,4929.39,2026-07-10,2027-07-10
COV004641,POL004741,COLL,Collision,active,312636.92,2180.03,2024-05-31,2025-05-31
COV004642,POL004742,COLL,Collision,active,165695.52,2201.84,2023-11-16,2024-11-15
COV004643,POL004743,PD,Property Damage,active,362927.88,4860.45,2025-04-29,2026-04-29
COV004644,POL004744,PD,Property Damage,active,99962.38,2223.83,2025-06-20,2026-06-20
COV004645,POL004745,PD,Property Damage,active,65370.3,1073.03,2025-01-17,2026-01-17
COV004646,POL004746,COLL,Collision,active,155446.85,4497.0,2023-09-22,2024-09-21
COV004647,POL004747,COMP,Comprehensive,active,31445.28,1829.27,2023-07-30,2024-07-29
COV004648,POL004748,BI,Bodily Injury,active,231175.66,3426.64,2026-08-08,2027-08-08
COV004649,POL004749,PD,Property Damage,active,379619.78,2474.62,2023-06-15,2024-06-14
COV004650,POL004750,PD,Property Damage,active,316114.09,2172.47,2025-01-06,2026-01-06
COV004651,POL004751,COLL,Collision,active,304473.83,4666.6,2026-05-17,2027-05-17
COV004652,POL004752,COMP,Comprehensive,active,298330.87,2234.85,2023-05-19,2024-05-18
COV004653,POL004753,COLL,Collision,active,441848.24,2130.98,2023-08-06,2024-08-05
COV004654,POL004754,MED,Medical Payments,active,239430.13,3641.26,2023-05-24,2024-05-23
COV004655,POL004755,MED,Medical Payments,active,113634.84,2494.6,2025-11-22,2026-11-22
COV004656,POL004756,MED,Medical Payments,active,431703.79,3706.71,2023-01-09,2024-01-09
COV004657,POL004757,PD,Property Damage,active,489291.91,2618.28,2025-05-16,2026-05-16
COV004658,POL004758,COLL,Collision,active,33874.77,3978.65,2023-12-22,2024-12-21
COV004659,POL004759,COLL,Collision,active,155637.47,3466.05,2023-08-15,2024-08-14
COV004660,POL004760,COLL,Collision,active,63181.52,1760.69,2025-03-17,2026-03-17
COV004661,POL004761,BI,Bodily Injury,active,116511.92,2234.5,2025-04-05,2026-04-05
COV004662,POL004762,BI,Bodily Injury,active,256296.95,4994.21,2023-07-12,2024-07-11
COV004663,POL004763,MED,Medical Payments,active,74703.67,3658.4,2025-11-09,2026-11-09
COV004664,POL004764,COLL,Collision,active,242764.82,1322.51,2025-10-22,2026-10-22
COV004665,POL004765,PD,Property Damage,active,82535.69,2821.18,2023-02-06,2024-02-06
COV004666,POL004766,COLL,Collision,active,97211.25,2930.96,2025-01-16,2026-01-16
COV004667,POL004767,COLL,Collision,active,240924.48,4871.1,2025-05-27,2026-05-27
COV004668,POL004768,COLL,Collision,active,175699.96,1156.11,2025-12-20,2026-12-20
COV004669,POL004769,BI,Bodily Injury,active,252559.02,2919.31,2025-10-17,2026-10-17
COV004670,POL004770,BI,Bodily Injury,active,487346.05,2269.25,2023-11-01,2024-10-31
COV004671,POL004771,COMP,Comprehensive,active,244109.68,3721.91,2024-04-05,2025-04-05
COV004672,POL004772,COLL,Collision,active,36048.21,4825.67,2025-12-21,2026-12-21
COV004673,POL004773,BI,Bodily Injury,active,181965.74,3713.39,2023-02-25,2024-02-25
COV004674,POL004774,COMP,Comprehensive,active,156348.69,746.76,2024-01-29,2025-01-28
COV004675,POL004775,COLL,Collision,active,316925.23,820.32,2023-03-25,2024-03-24
COV004676,POL004776,COMP,Comprehensive,active,383850.82,2906.6,2024-09-05,2025-09-05
COV004677,POL004777,PD,Property Damage,active,134696.51,903.24,2025-08-20,2026-08-20
COV004678,POL004778,MED,Medical Payments,active,105357.54,3197.45,2025-05-11,2026-05-11
COV004679,POL004779,MED,Medical Payments,active,263812.75,4966.61,2023-01-02,2024-01-02
COV004680,POL004780,PD,Property Damage,active,143153.9,1797.21,2026-05-27,2027-05-27
COV004681,POL004781,PD,Property Damage,active,431242.92,3698.96,2025-07-20,2026-07-20
COV004682,POL004782,PD,Property Damage,active,81663.3,4531.57,2024-02-16,2025-02-15
COV004683,POL004783,PD,Property Damage,active,362693.43,2240.25,2023-09-04,2024-09-03
COV004684,POL004784,MED,Medical Payments,active,259363.69,3032.63,2024-08-17,2025-08-17
COV004685,POL004785,COLL,Collision,active,128796.33,1807.15,2023-05-04,2024-05-03
COV004686,POL004786,MED,Medical Payments,active,326580.84,4937.47,2024-09-30,2025-09-30
COV004687,POL004787,BI,Bodily Injury,active,314979.54,3985.53,2025-11-06,2026-11-06
COV004688,POL004788,PD,Property Damage,active,437665.38,3089.34,2025-06-10,2026-06-10
COV004689,POL004789,COLL,Collision,active,194478.24,2022.86,2026-03-23,2027-03-23
COV004690,POL004790,MED,Medical Payments,active,482358.1,1412.48,2025-10-01,2026-10-01
COV004691,POL004791,COMP,Comprehensive,active,138383.54,3749.59,2026-03-16,2027-03-16
COV004692,POL004792,BI,Bodily Injury,active,390507.16,4327.51,2024-09-06,2025-09-06
COV004693,POL004793,MED,Medical Payments,active,146666.52,316.47,2024-11-02,2025-11-02
COV004694,POL004794,COMP,Comprehensive,active,198537.77,2336.24,2023-05-05,2024-05-04
COV004695,POL004795,MED,Medical Payments,active,35952.27,765.63,2025-02-27,2026-02-27
COV004696,POL004796,BI,Bodily Injury,active,189867.44,1595.05,2023-08-03,2024-08-02
COV004697,POL004797,MED,Medical Payments,active,302981.29,2940.33,2025-08-02,2026-08-02
COV004698,POL004798,COMP,Comprehensive,active,50685.33,1436.5,2025-08-27,2026-08-27
COV004699,POL004799,COLL,Collision,active,84969.04,1384.38,2023-08-29,2024-08-28
COV004700,POL004800,BI,Bodily Injury,active,234832.79,2229.85,2024-03-15,2025-03-15
COV004701,POL004801,PD,Property Damage,active,436944.63,1332.74,2025-08-03,2026-08-03
COV004702,POL004802,COMP,Comprehensive,active,473651.23,339.03,2026-02-04,2027-02-04
COV004703,POL004803,MED,Medical Payments,active,424281.28,4326.78,2025-10-02,2026-10-02
COV004704,POL004804,MED,Medical Payments,active,232577.43,2214.54,2026-01-24,2027-01-24
COV004705,POL004805,PD,Property Damage,active,410772.3,567.78,2025-06-18,2026-06-18
COV004706,POL004806,COLL,Collision,active,442901.24,1620.49,2023-07-12,2024-07-11
COV004707,POL004807,MED,Medical Payments,active,182420.36,3657.93,2023-03-17,2024-03-16
COV004708,POL004808,COMP,Comprehensive,active,481378.69,2255.38,2024-08-21,2025-08-21
COV004709,POL004809,PD,Property Damage,active,308801.36,2672.06,2026-06-15,2027-06-15
COV004710,POL004810,MED,Medical Payments,active,303015.25,3510.22,2024-09-17,2025-09-17
COV004711,POL004811,PD,Property Damage,active,26936.24,2346.24,2023-12-30,2024-12-29
COV004712,POL004812,BI,Bodily Injury,active,439329.7,1585.72,2023-12-28,2024-12-27
COV004713,POL004813,COLL,Collision,active,223182.71,3665.81,2023-06-02,2024-06-01
COV004714,POL004814,COMP,Comprehensive,active,348762.56,883.52,2025-12-13,2026-12-13
COV004715,POL004815,COLL,Collision,active,373879.07,4199.53,2026-08-15,2027-08-15
COV004716,POL004816,PD,Property Damage,active,409275.17,2554.47,2025-12-23,2026-12-23
COV004717,POL004817,PD,Property Damage,active,442986.6,353.06,2023-10-11,2024-10-10
COV004718,POL004818,PD,Property Damage,active,26800.27,1522.03,2023-08-08,2024-08-07
COV004719,POL004819,BI,Bodily Injury,active,478421.58,4899.45,2025-12-13,2026-12-13
COV004720,POL004820,BI,Bodily Injury,active,319393.07,626.66,2023-12-07,2024-12-06
COV004721,POL004821,COLL,Collision,active,375810.2,4467.91,2023-07-14,2024-07-13
COV004722,POL004822,COLL,Collision,active,230357.64,1336.14,2023-04-07,2024-04-06
COV004723,POL004823,COMP,Comprehensive,active,498119.0,3143.48,2026-05-29,2027-05-29
COV004724,POL004824,BI,Bodily Injury,active,435933.55,3986.92,2025-01-30,2026-01-30
COV004725,POL004825,BI,Bodily Injury,active,428416.2,1509.64,2023-02-17,2024-02-17
COV004726,POL004826,BI,Bodily Injury,active,442417.44,659.36,2023-05-03,2024-05-02
COV004727,POL004827,COMP,Comprehensive,active,401674.09,740.92,2024-11-09,2025-11-09
COV004728,POL004828,COLL,Collision,active,453462.97,2734.49,2024-02-04,2025-02-03
COV004729,POL004829,PD,Property Damage,active,310612.98,3030.85,2026-04-22,2027-04-22
COV004730,POL004830,COLL,Collision,active,25905.7,4928.71,2023-03-06,2024-03-05
COV004731,POL004831,MED,Medical Payments,active,415567.79,1175.56,2026-01-06,2027-01-06
COV004732,POL004832,COLL,Collision,active,428991.51,1376.67,2023-05-12,2024-05-11
COV004733,POL004833,COLL,Collision,active,248497.78,1267.0,2024-05-05,2025-05-05
COV004734,POL004834,BI,Bodily Injury,active,404073.35,3027.48,2025-05-04,2026-05-04
COV004735,POL004835,PD,Property Damage,active,264570.06,4081.24,2023-04-25,2024-04-24
COV004736,POL004836,COLL,Collision,active,187235.58,900.77,2023-01-28,2024-01-28
COV004737,POL004837,COLL,Collision,active,227895.03,4058.42,2025-05-13,2026-05-13
COV004738,POL004838,COLL,Collision,active,190155.49,3382.59,2026-07-15,2027-07-15
COV004739,POL004839,COLL,Collision,active,151332.72,2328.61,2023-05-30,2024-05-29
COV004740,POL004840,MED,Medical Payments,active,347848.9,4625.72,2023-02-17,2024-02-17
COV004741,POL004841,MED,Medical Payments,active,258557.34,1850.47,2023-09-27,2024-09-26
COV004742,POL004842,COMP,Comprehensive,active,169402.21,725.54,2024-08-06,2025-08-06
COV004743,POL004843,COLL,Collision,active,67915.68,4160.08,2024-12-15,2025-12-15
COV004744,POL004844,BI,Bodily Injury,active,222346.76,1517.04,2026-06-29,2027-06-29
COV004745,POL004845,MED,Medical Payments,active,436109.22,1831.39,2026-08-27,2027-08-27
COV004746,POL004846,MED,Medical Payments,active,463089.57,4309.1,2023-05-08,2024-05-07
COV004747,POL004847,COLL,Collision,active,128487.71,4692.94,2023-05-05,2024-05-04
COV004748,POL004848,COMP,Comprehensive,active,354118.58,1646.05,2024-09-18,2025-09-18
COV004749,POL004849,COMP,Comprehensive,active,412575.95,4762.26,2025-03-27,2026-03-27
COV004750,POL004850,BI,Bodily Injury,active,179747.94,1252.89,2025-12-05,2026-12-05
COV004751,POL004851,COLL,Collision,active,198424.96,3948.11,2026-06-14,2027-06-14
COV004752,POL004852,COMP,Comprehensive,active,292361.95,510.84,2026-03-21,2027-03-21
COV004753,POL004853,MED,Medical Payments,active,325232.79,3595.18,2023-07-02,2024-07-01
COV004754,POL004854,BI,Bodily Injury,active,362471.87,785.08,2023-02-17,2024-02-17
COV004755,POL004855,BI,Bodily Injury,active,62341.69,2873.79,2026-07-05,2027-07-05
COV004756,POL004856,MED,Medical Payments,active,464389.14,4117.71,2026-05-25,2027-05-25
COV004757,POL004857,PD,Property Damage,active,203564.32,3494.7,2024-05-09,2025-05-09
COV004758,POL004858,COMP,Comprehensive,active,448130.9,3981.13,2023-10-16,2024-10-15
COV004759,POL004859,COLL,Collision,active,71142.38,2594.11,2023-01-11,2024-01-11
COV004760,POL004860,MED,Medical Payments,active,85199.1,2036.13,2024-07-10,2025-07-10
COV004761,POL004861,COLL,Collision,active,227179.97,3046.93,2025-05-02,2026-05-02
COV004762,POL004862,MED,Medical Payments,active,266800.07,3335.18,2025-01-27,2026-01-27
COV004763,POL004863,PD,Property Damage,active,389018.67,3656.75,2025-07-31,2026-07-31
COV004764,POL004864,PD,Property Damage,active,300303.35,2602.0,2026-04-05,2027-04-05
COV004765,POL004865,PD,Property Damage,active,360329.91,3930.74,2023-08-02,2024-08-01
COV004766,POL004866,PD,Property Damage,active,381963.91,3222.86,2025-06-20,2026-06-20
COV004767,POL004867,COMP,Comprehensive,active,320555.06,2603.79,2024-02-03,2025-02-02
COV004768,POL004868,COLL,Collision,active,191578.74,1649.38,2025-12-15,2026-12-15
COV004769,POL004869,COLL,Collision,active,224230.79,1721.46,2024-10-12,2025-10-12
COV004770,POL004870,BI,Bodily Injury,active,475502.97,2782.0,2024-08-24,2025-08-24
COV004771,POL004871,COLL,Collision,active,143776.31,703.36,2025-01-03,2026-01-03
