premium_id,policy_id,policy_coverage_id,premium_period_start,premium_period_end,transaction_type,written_premium_amount,earned_premium_amount
PREM004244,POL004344,COV004244,2023-08-06,2024-08-05,new_business,491.46,358.36
PREM004245,POL004345,COV004245,2026-07-13,2027-07-13,audit,968.2,806.96
PREM004246,POL004346,COV004246,2024-01-13,2025-01-12,endorsement,189.81,104.1
PREM004247,POL004347,COV004247,2025-11-18,2026-11-18,cancellation,583.36,346.94
PREM004248,POL004348,COV004248,2025-06-07,2026-06-07,audit,223.24,171.55
PREM004249,POL004349,COV004249,2023-10-28,2024-10-27,renewal,2600.78,1401.98
PREM004250,POL004350,COV004250,2026-03-02,2027-03-02,cancellation,1160.68,1044.48
PREM004251,POL004351,COV004251,2025-02-24,2026-02-24,audit,446.67,442.37
PREM004252,POL004352,COV004252,2025-02-25,2026-02-25,endorsement,1912.11,1336.63
PREM004253,POL004353,COV004253,2025-05-09,2026-05-09,endorsement,302.11,300.08
PREM004254,POL004354,COV004254,2026-02-03,2027-02-03,reinstatement,2823.14,2799.2
PREM004255,POL004355,COV004255,2024-07-28,2025-07-28,new_business,1179.58,844.23
PREM004256,POL004356,COV004256,2024-01-28,2025-01-27,audit,1611.32,1412.76
PREM004257,POL004357,COV004257,2025-06-06,2026-06-06,renewal,1851.94,1241.31
PREM004258,POL004358,COV004258,2023-06-14,2024-06-13,new_business,409.02,254.85
PREM004259,POL004359,COV004259,2023-10-11,2024-10-10,cancellation,940.69,517.04
PREM004260,POL004360,COV004260,2024-03-24,2025-03-24,cancellation,930.24,780.22
PREM004261,POL004361,COV004261,2026-08-24,2027-08-24,new_business,2501.77,1301.39
PREM004262,POL004362,COV004262,2023-02-25,2024-02-25,new_business,662.96,646.98
PREM004263,POL004363,COV004263,2025-04-10,2026-04-10,new_business,83.4,76.04
PREM004264,POL004364,COV004264,2023-06-15,2024-06-14,audit,2469.37,1711.08
PREM004265,POL004365,COV004265,2026-03-03,2027-03-03,cancellation,908.4,889.95
PREM004266,POL004366,COV004266,2026-08-20,2027-08-20,reinstatement,2074.19,1037.66
PREM004267,POL004367,COV004267,2026-02-06,2027-02-06,reinstatement,1460.44,1166.91
PREM004268,POL004368,COV004268,2026-05-05,2027-05-05,renewal,2586.61,1891.89
PREM004269,POL004369,COV004269,2024-04-23,2025-04-23,cancellation,1534.04,1291.14
PREM004270,POL004370,COV004270,2024-11-06,2025-11-06,cancellation,1468.12,1151.34
PREM004271,POL004371,COV004271,2023-01-27,2024-01-27,new_business,2165.18,1109.99
PREM004272,POL004372,COV004272,2023-05-18,2024-05-17,audit,2425.54,1401.01
PREM004273,POL004373,COV004273,2026-01-10,2027-01-10,reinstatement,1874.02,1589.58
PREM004274,POL004374,COV004274,2023-04-01,2024-03-31,endorsement,734.19,606.73
PREM004275,POL004375,COV004275,2024-06-02,2025-06-02,endorsement,211.24,137.86
PREM004276,POL004376,COV004276,2025-08-20,2026-08-20,audit,623.89,365.74
PREM004277,POL004377,COV004277,2023-01-16,2024-01-16,audit,1674.99,1055.88
PREM004278,POL004378,COV004278,2025-12-11,2026-12-11,new_business,1571.67,1559.23
PREM004279,POL004379,COV004279,2024-09-06,2025-09-06,endorsement,2135.99,1267.57
PREM004280,POL004380,COV004280,2023-01-15,2024-01-15,reinstatement,2777.89,2765.74
PREM004281,POL004381,COV004281,2026-08-08,2027-08-08,renewal,1065.91,902.88
PREM004282,POL004382,COV004282,2023-12-06,2024-12-05,renewal,2330.15,1515.07
PREM004283,POL004383,COV004283,2024-01-24,2025-01-23,endorsement,2987.77,2688.83
PREM004284,POL004384,COV004284,2026-02-17,2027-02-17,reinstatement,2913.19,1877.97
PREM004285,POL004385,COV004285,2025-08-07,2026-08-07,cancellation,383.88,340.85
PREM004286,POL004386,COV004286,2024-04-30,2025-04-30,cancellation,515.54,496.85
PREM004287,POL004387,COV004287,2023-12-15,2024-12-14,cancellation,839.0,458.2
PREM004288,POL004388,COV004288,2026-09-12,2027-09-12,renewal,141.16,130.27
PREM004289,POL004389,COV004289,2024-12-11,2025-12-11,renewal,2838.19,2386.2
PREM004290,POL004390,COV004290,2025-10-10,2026-10-10,new_business,1770.11,1171.18
PREM004291,POL004391,COV004291,2026-04-18,2027-04-18,new_business,923.57,493.9
PREM004292,POL004392,COV004292,2025-10-30,2026-10-30,endorsement,87.47,49.86
PREM004293,POL004393,COV004293,2026-03-29,2027-03-29,audit,2916.21,1543.61
PREM004294,POL004394,COV004294,2024-05-30,2025-05-30,audit,2867.79,2805.15
PREM004295,POL004395,COV004295,2025-04-12,2026-04-12,endorsement,1907.52,1779.68
PREM004296,POL004396,COV004296,2026-04-18,2027-04-18,cancellation,2109.42,1950.27
PREM004297,POL004397,COV004297,2023-12-27,2024-12-26,endorsement,2031.39,1564.43
PREM004298,POL004398,COV004298,2024-03-04,2025-03-04,audit,2890.43,1941.84
PREM004299,POL004399,COV004299,2025-06-11,2026-06-11,renewal,1441.51,1341.08
PREM004300,POL004400,COV004300,2024-01-07,2025-01-06,new_business,1609.33,1360.24
PREM004301,POL004401,COV004301,2026-08-31,2027-08-31,endorsement,904.05,606.41
PREM004302,POL004402,COV004302,2024-08-19,2025-08-19,endorsement,1382.1,1096.11
PREM004303,POL004403,COV004303,2026-03-22,2027-03-22,audit,824.16,591.23
PREM004304,POL004404,COV004304,2023-10-26,2024-10-25,audit,2847.11,1544.21
PREM004305,POL004405,COV004305,2023-03-06,2024-03-05,new_business,2188.01,1198.58
PREM004306,POL004406,COV004306,2024-03-06,2025-03-06,endorsement,1584.27,1485.67
PREM004307,POL004407,COV004307,2023-01-29,2024-01-29,renewal,682.07,363.01
PREM004308,POL004408,COV004308,2024-09-25,2025-09-25,cancellation,1150.32,621.22
PREM004309,POL004409,COV004309,2023-07-07,2024-07-06,audit,1974.24,1287.87
PREM004310,POL004410,COV004310,2025-09-24,2026-09-24,renewal,1047.9,595.71
PREM004311,POL004411,COV004311,2024-06-10,2025-06-10,renewal,1359.29,812.06
PREM004312,POL004412,COV004312,2023-03-22,2024-03-21,renewal,1615.71,1084.72
PREM004313,POL004413,COV004313,2026-01-01,2027-01-01,renewal,1906.48,1650.48
PREM004314,POL004414,COV004314,2026-02-19,2027-02-19,endorsement,1312.24,748.79
PREM004315,POL004415,COV004315,2025-10-25,2026-10-25,endorsement,2421.08,2256.24
PREM004316,POL004416,COV004316,2024-04-26,2025-04-26,new_business,784.86,453.03
PREM004317,POL004417,COV004317,2023-10-26,2024-10-25,new_business,804.15,704.72
PREM004318,POL004418,COV004318,2024-04-07,2025-04-07,audit,1754.76,1212.58
PREM004319,POL004419,COV004319,2023-05-08,2024-05-07,audit,1325.37,859.71
PREM004320,POL004420,COV004320,2026-02-11,2027-02-11,new_business,2027.17,1729.52
PREM004321,POL004421,COV004321,2024-12-18,2025-12-18,audit,2458.65,2412.87
PREM004322,POL004422,COV004322,2023-10-20,2024-10-19,reinstatement,260.16,229.9
PREM004323,POL004423,COV004323,2025-11-17,2026-11-17,endorsement,1089.35,849.7
PREM004324,POL004424,COV004324,2025-08-29,2026-08-29,endorsement,2926.92,2602.42
PREM004325,POL004425,COV004325,2026-08-28,2027-08-28,endorsement,2540.9,2040.42
PREM004326,POL004426,COV004326,2024-10-29,2025-10-29,reinstatement,2171.77,1226.99
PREM004327,POL004427,COV004327,2024-04-12,2025-04-12,new_business,2276.48,2244.87
PREM004328,POL004428,COV004328,2023-10-22,2024-10-21,reinstatement,1221.88,779.58
PREM004329,POL004429,COV004329,2026-08-10,2027-08-10,cancellation,2078.37,1310.81
PREM004330,POL004430,COV004330,2026-01-08,2027-01-08,new_business,2587.3,2516.35
PREM004331,POL004431,COV004331,2025-05-27,2026-05-27,reinstatement,2502.47,2033.37
PREM004332,POL004432,COV004332,2023-05-14,2024-05-13,endorsement,1639.9,1151.65
PREM004333,POL004433,COV004333,2026-06-08,2027-06-08,endorsement,1682.94,1136.48
PREM004334,POL004434,COV004334,2024-01-31,2025-01-30,audit,766.97,642.92
PREM004335,POL004435,COV004335,2023-06-07,2024-06-06,renewal,927.15,921.57
PREM004336,POL004436,COV004336,2024-04-10,2025-04-10,new_business,1555.22,1157.34
PREM004337,POL004437,COV004337,2023-06-03,2024-06-02,reinstatement,1677.46,1226.52
PREM004338,POL004438,COV004338,2025-12-12,2026-12-12,new_business,2271.61,2041.51
PREM004339,POL004439,COV004339,2023-11-24,2024-11-23,endorsement,1653.04,987.8
PREM004340,POL004440,COV004340,2026-01-23,2027-01-23,endorsement,2232.47,1632.59
PREM004341,POL004441,COV004341,2026-08-23,2027-08-23,audit,896.05,629.12
PREM004342,POL004442,COV004342,2025-01-04,2026-01-04,new_business,866.56,648.2
PREM004343,POL004443,COV004343,2026-07-15,2027-07-15,audit,628.91,592.84
PREM004344,POL004444,COV004344,2025-01-27,2026-01-27,new_business,1365.38,1330.86
PREM004345,POL004445,COV004345,2023-01-13,2024-01-13,renewal,497.01,336.71
PREM004346,POL004446,COV004346,2024-01-31,2025-01-30,endorsement,925.51,713.3
PREM004347,POL004447,COV004347,2024-10-16,2025-10-16,audit,714.21,711.67
PREM004348,POL004448,COV004348,2024-06-07,2025-06-07,audit,1830.66,972.62
PREM004349,POL004449,COV004349,2024-04-26,2025-04-26,reinstatement,558.63,493.82
PREM004350,POL004450,COV004350,2025-06-02,2026-06-02,renewal,856.41,636.85
PREM004351,POL004451,COV004351,2024-03-13,2025-03-13,cancellation,1963.51,1811.08
PREM004352,POL004452,COV004352,2023-09-11,2024-09-10,renewal,1169.39,938.36
PREM004353,POL004453,COV004353,2025-08-19,2026-08-19,cancellation,698.55,491.04
PREM004354,POL004454,COV004354,2025-01-28,2026-01-28,renewal,350.95,292.11
PREM004355,POL004455,COV004355,2023-06-06,2024-06-05,renewal,951.37,508.45
PREM004356,POL004456,COV004356,2023-04-11,2024-04-10,cancellation,898.96,511.67
PREM004357,POL004457,COV004357,2026-08-29,2027-08-29,cancellation,442.46,433.13
PREM004358,POL004458,COV004358,2026-08-13,2027-08-13,reinstatement,2264.08,1229.69
PREM004359,POL004459,COV004359,2025-11-10,2026-11-10,reinstatement,1042.36,695.33
PREM004360,POL004460,COV004360,2026-01-22,2027-01-22,audit,1144.65,628.83
PREM004361,POL004461,COV004361,2025-11-29,2026-11-29,cancellation,1112.8,608.26
PREM004362,POL004462,COV004362,2026-02-23,2027-02-23,renewal,2600.76,1352.73
PREM004363,POL004463,COV004363,2026-04-29,2027-04-29,cancellation,2638.41,2404.84
PREM004364,POL004464,COV004364,2023-04-16,2024-04-15,renewal,1411.02,809.04
PREM004365,POL004465,COV004365,2026-09-05,2027-09-05,endorsement,1396.31,837.82
PREM004366,POL004466,COV004366,2024-07-13,2025-07-13,audit,66.83,38.58
PREM004367,POL004467,COV004367,2026-03-27,2027-03-27,endorsement,2400.05,1958.39
PREM004368,POL004468,COV004368,2026-08-04,2027-08-04,cancellation,2459.6,1257.5
PREM004369,POL004469,COV004369,2026-01-12,2027-01-12,endorsement,341.88,280.14
PREM004370,POL004470,COV004370,2026-05-27,2027-05-27,new_business,306.31,271.98
PREM004371,POL004471,COV004371,2025-11-09,2026-11-09,endorsement,410.63,248.1
PREM004372,POL004472,COV004372,2024-05-19,2025-05-19,new_business,375.62,254.32
PREM004373,POL004473,COV004373,2024-10-26,2025-10-26,new_business,1580.42,1514.71
PREM004374,POL004474,COV004374,2023-12-19,2024-12-18,audit,661.57,489.21
PREM004375,POL004475,COV004375,2023-04-30,2024-04-29,renewal,949.35,770.28
PREM004376,POL004476,COV004376,2025-02-12,2026-02-12,audit,564.1,447.54
PREM004377,POL004477,COV004377,2025-05-18,2026-05-18,cancellation,719.43,719.3
PREM004378,POL004478,COV004378,2026-05-27,2027-05-27,new_business,1483.66,904.21
PREM004379,POL004479,COV004379,2025-02-25,2026-02-25,cancellation,1568.85,840.28
PREM004380,POL004480,COV004380,2024-03-14,2025-03-14,cancellation,408.93,367.49
PREM004381,POL004481,COV004381,2025-02-11,2026-02-11,new_business,1463.14,786.48
PREM004382,POL004482,COV004382,2026-04-17,2027-04-17,endorsement,116.98,102.82
PREM004383,POL004483,COV004383,2025-06-09,2026-06-09,audit,1595.73,942.53
PREM004384,POL004484,COV004384,2025-03-19,2026-03-19,endorsement,1778.03,987.91
PREM004385,POL004485,COV004385,2025-06-19,2026-06-19,audit,2711.87,2277.96
PREM004386,POL004486,COV004386,2024-03-13,2025-03-13,renewal,124.7,109.79
PREM004387,POL004487,COV004387,2025-09-02,2026-09-02,reinstatement,1342.92,1268.02
PREM004388,POL004488,COV004388,2024-12-28,2025-12-28,renewal,2689.93,1623.42
PREM004389,POL004489,COV004389,2024-05-28,2025-05-28,reinstatement,411.37,247.95
PREM004390,POL004490,COV004390,2025-07-23,2026-07-23,new_business,1623.65,1558.25
PREM004391,POL004491,COV004391,2024-02-13,2025-02-12,endorsement,2131.25,1480.72
PREM004392,POL004492,COV004392,2025-08-20,2026-08-20,renewal,2079.24,1419.21
PREM004393,POL004493,COV004393,2023-07-17,2024-07-16,renewal,497.87,419.29
PREM004394,POL004494,COV004394,2023-10-25,2024-10-24,renewal,2749.72,2611.67
PREM004395,POL004495,COV004395,2025-12-02,2026-12-02,audit,1886.44,1867.5
PREM004396,POL004496,COV004396,2023-04-05,2024-04-04,reinstatement,1772.99,1370.69
PREM004397,POL004497,COV004397,2025-11-19,2026-11-19,new_business,1486.94,1216.68
PREM004398,POL004498,COV004398,2023-10-03,2024-10-02,endorsement,1835.27,1610.95
PREM004399,POL004499,COV004399,2023-12-21,2024-12-20,cancellation,2839.31,2516.97
PREM004400,POL004500,COV004400,2025-11-09,2026-11-09,new_business,2843.74,1551.84
PREM004401,POL004501,COV004401,2023-08-10,2024-08-09,renewal,768.83,681.18
PREM004402,POL004502,COV004402,2026-08-17,2027-08-17,audit,1634.78,829.68
PREM004403,POL004503,COV004403,2025-12-12,2026-12-12,renewal,1369.58,1092.35
PREM004404,POL004504,COV004404,2024-03-24,2025-03-24,renewal,367.87,352.54
PREM004405,POL004505,COV004405,2023-08-02,2024-08-01,endorsement,1695.39,924.08
PREM004406,POL004506,COV004406,2024-10-11,2025-10-11,audit,2450.68,1536.57
PREM004407,POL004507,COV004407,2025-08-01,2026-08-01,renewal,1139.81,741.98
PREM004408,POL004508,COV004408,2025-07-21,2026-07-21,renewal,2351.25,1316.35
PREM004409,POL004509,COV004409,2025-06-24,2026-06-24,reinstatement,2753.26,1412.95
PREM004410,POL004510,COV004410,2023-10-24,2024-10-23,renewal,1410.17,1114.77
PREM004411,POL004511,COV004411,2025-06-17,2026-06-17,audit,2942.35,1514.61
PREM004412,POL004512,COV004412,2023-07-30,2024-07-29,reinstatement,2093.93,1741.04
PREM004413,POL004513,COV004413,2023-06-21,2024-06-20,new_business,1667.61,847.8
PREM004414,POL004514,COV004414,2023-03-08,2024-03-07,endorsement,1210.9,954.85
PREM004415,POL004515,COV004415,2024-11-25,2025-11-25,new_business,578.93,370.46
PREM004416,POL004516,COV004416,2023-05-19,2024-05-18,new_business,1187.78,1104.98
PREM004417,POL004517,COV004417,2025-07-29,2026-07-29,new_business,533.82,427.91
PREM004418,POL004518,COV004418,2025-05-05,2026-05-05,endorsement,2080.78,1956.26
PREM004419,POL004519,COV004419,2026-03-05,2027-03-05,audit,2988.85,2301.06
PREM004420,POL004520,COV004420,2023-03-07,2024-03-06,renewal,655.37,409.46
PREM004421,POL004521,COV004421,2026-03-07,2027-03-07,audit,1807.11,1128.61
PREM004422,POL004522,COV004422,2025-10-20,2026-10-20,renewal,2394.41,2136.76
PREM004423,POL004523,COV004423,2023-01-27,2024-01-27,new_business,1171.06,1104.02
PREM004424,POL004524,COV004424,2025-11-04,2026-11-04,renewal,1484.13,1321.58
PREM004425,POL004525,COV004425,2025-02-14,2026-02-14,reinstatement,2588.41,2540.25
PREM004426,POL004526,COV004426,2025-04-22,2026-04-22,new_business,1998.19,1316.6
PREM004427,POL004527,COV004427,2024-11-04,2025-11-04,cancellation,2086.23,1563.43
PREM004428,POL004528,COV004428,2025-12-02,2026-12-02,new_business,106.96,91.89
PREM004429,POL004529,COV004429,2025-02-05,2026-02-05,audit,164.75,94.22
PREM004430,POL004530,COV004430,2023-09-19,2024-09-18,audit,957.77,671.11
PREM004431,POL004531,COV004431,2023-07-12,2024-07-11,reinstatement,883.21,868.93
PREM004432,POL004532,COV004432,2025-10-27,2026-10-27,audit,1800.84,1252.79
PREM004433,POL004533,COV004433,2025-08-02,2026-08-02,renewal,544.72,287.87
PREM004434,POL004534,COV004434,2026-02-04,2027-02-04,audit,2943.31,2903.59
PREM004435,POL004535,COV004435,2025-05-08,2026-05-08,new_business,312.17,199.4
PREM004436,POL004536,COV004436,2025-08-11,2026-08-11,cancellation,1035.79,668.33
PREM004437,POL004537,COV004437,2023-10-08,2024-10-07,cancellation,1453.11,835.23
PREM004438,POL004538,COV004438,2024-11-06,2025-11-06,new_business,1687.04,1552.51
PREM004439,POL004539,COV004439,2026-08-28,2027-08-28,reinstatement,2887.24,1507.72
PREM004440,POL004540,COV004440,2024-01-26,2025-01-25,endorsement,1630.85,1041.19
PREM004441,POL004541,COV004441,2026-06-15,2027-06-15,new_business,587.79,389.51
PREM004442,POL004542,COV004442,2026-02-21,2027-02-21,renewal,2036.85,1324.27
PREM004443,POL004543,COV004443,2026-04-16,2027-04-16,reinstatement,1674.31,1206.06
PREM004444,POL004544,COV004444,2023-09-20,2024-09-19,new_business,1285.98,909.68
PREM004445,POL004545,COV004445,2023-03-22,2024-03-21,new_business,273.84,201.04
PREM004446,POL004546,COV004446,2025-09-22,2026-09-22,endorsement,2046.74,2003.44
PREM004447,POL004547,COV004447,2025-02-21,2026-02-21,reinstatement,813.94,645.63
PREM004448,POL004548,COV004448,2025-11-08,2026-11-08,reinstatement,2713.32,2350.34
PREM004449,POL004549,COV004449,2023-12-05,2024-12-04,new_business,2402.05,2390.28
PREM004450,POL004550,COV004450,2024-01-02,2025-01-01,cancellation,2671.4,1582.51
PREM004451,POL004551,COV004451,2026-03-29,2027-03-29,reinstatement,2546.71,1612.9
PREM004452,POL004552,COV004452,2023-09-04,2024-09-03,audit,2334.54,1605.66
PREM004453,POL004553,COV004453,2023-10-09,2024-10-08,cancellation,2005.6,1689.21
PREM004454,POL004554,COV004454,2023-04-18,2024-04-17,reinstatement,870.62,655.49
PREM004455,POL004555,COV004455,2023-10-18,2024-10-17,new_business,2568.77,1698.59
PREM004456,POL004556,COV004456,2024-08-31,2025-08-31,renewal,824.36,567.13
PREM004457,POL004557,COV004457,2026-08-30,2027-08-30,reinstatement,1448.97,1111.42
PREM004458,POL004558,COV004458,2023-09-08,2024-09-07,audit,87.77,67.27
PREM004459,POL004559,COV004459,2025-09-21,2026-09-21,new_business,198.37,115.71
PREM004460,POL004560,COV004460,2023-07-30,2024-07-29,cancellation,2676.06,1894.89
PREM004461,POL004561,COV004461,2025-06-09,2026-06-09,new_business,2740.34,2247.96
PREM004462,POL004562,COV004462,2024-09-09,2025-09-09,endorsement,1524.39,1176.84
PREM004463,POL004563,COV004463,2024-12-13,2025-12-13,reinstatement,930.25,899.09
PREM004464,POL004564,COV004464,2026-06-15,2027-06-15,reinstatement,2528.71,1814.08
PREM004465,POL004565,COV004465,2025-01-23,2026-01-23,renewal,1030.37,517.13
PREM004466,POL004566,COV004466,2023-09-16,2024-09-15,cancellation,1898.27,1027.6
PREM004467,POL004567,COV004467,2025-08-08,2026-08-08,cancellation,1624.49,1306.11
PREM004468,POL004568,COV004468,2023-10-19,2024-10-18,cancellation,108.99,107.22
PREM004469,POL004569,COV004469,2023-02-14,2024-02-14,cancellation,2497.92,2042.41
PREM004470,POL004570,COV004470,2023-12-05,2024-12-04,reinstatement,1059.36,1059.01
PREM004471,POL004571,COV004471,2023-02-03,2024-02-03,audit,2702.93,1474.6
PREM004472,POL004572,COV004472,2025-06-13,2026-06-13,endorsement,1415.28,1129.74
PREM004473,POL004573,COV004473,2023-10-07,2024-10-06,audit,1765.64,979.37
PREM004474,POL004574,COV004474,2024-07-03,2025-07-03,reinstatement,445.53,348.91
PREM004475,POL004575,COV004475,2025-11-30,2026-11-30,new_business,2226.73,2167.28
PREM004476,POL004576,COV004476,2026-08-29,2027-08-29,endorsement,2857.2,2474.09
PREM004477,POL004577,COV004477,2026-06-29,2027-06-29,audit,202.07,175.89
PREM004478,POL004578,COV004478,2026-06-02,2027-06-02,reinstatement,1373.3,849.25
PREM004479,POL004579,COV004479,2023-03-14,2024-03-13,renewal,719.53,643.68
PREM004480,POL004580,COV004480,2025-09-17,2026-09-17,cancellation,2158.76,1861.08
PREM004481,POL004581,COV004481,2024-10-04,2025-10-04,renewal,2915.29,1671.04
PREM004482,POL004582,COV004482,2026-01-19,2027-01-19,renewal,717.17,686.72
PREM004483,POL004583,COV004483,2025-07-18,2026-07-18,new_business,667.14,489.26
PREM004484,POL004584,COV004484,2023-04-13,2024-04-12,audit,118.74,80.94
PREM004485,POL004585,COV004485,2024-11-23,2025-11-23,cancellation,216.98,199.91
PREM004486,POL004586,COV004486,2024-11-28,2025-11-28,reinstatement,1442.44,747.95
PREM004487,POL004587,COV004487,2025-08-22,2026-08-22,new_business,1865.35,1362.52
PREM004488,POL004588,COV004488,2024-05-29,2025-05-29,audit,524.56,491.46
PREM004489,POL004589,COV004489,2026-02-27,2027-02-27,endorsement,1227.84,1099.4
PREM004490,POL004590,COV004490,2024-07-27,2025-07-27,reinstatement,416.67,343.44
PREM004491,POL004591,COV004491,2025-12-13,2026-12-13,cancellation,2855.29,2633.65
PREM004492,POL004592,COV004492,2026-04-10,2027-04-10,reinstatement,156.87,122.62
PREM004493,POL004593,COV004493,2024-04-29,2025-04-29,reinstatement,1118.54,1053.92
PREM004494,POL004594,COV004494,2023-11-15,2024-11-14,cancellation,656.96,361.46
PREM004495,POL004595,COV004495,2026-06-13,2027-06-13,audit,662.98,367.43
PREM004496,POL004596,COV004496,2025-12-24,2026-12-24,reinstatement,2606.59,1495.14
